sample_collect_date,2022-10-03,2022-10-10,2022-10-16,2022-10-23,2022-10-30,2022-11-07,2022-11-13,2022-11-27,2022-12-04,2022-12-11,2022-12-25,2023-01-01,2023-01-08,2023-01-15,2023-01-22,2023-01-29,2023-02-05,2023-02-12,2023-02-19,2023-02-26,2023-03-06,2023-03-13,2023-03-19,2023-03-27,2023-04-02,2023-04-09,2023-04-16,2023-04-24,2023-05-01,2023-05-07,2023-05-14,2023-05-21,2023-05-28,2023-06-04,2023-06-11,2023-06-18,2023-06-25,2023-07-03,2023-07-09,2023-07-16,2023-07-23,2023-07-30,2023-08-06,2023-08-13,2023-08-20,2023-08-27
2023-01-15,,,,,,,,,,,,,,12.383988303971327,12.325811258444114,12.295171194687535,12.32434481020403,12.376398931100693,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-22,,,,,,,,,,,,,,,12.459336961721789,12.343830557704642,12.340805605950996,12.357822543653954,12.380902459779016,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-29,,,,,,,,,,,,,,,,12.39248992072175,12.35726640169796,12.339246156207215,12.350317549001605,12.363951812103195,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-05,,,,,,,,,,,,,,,,,12.373727197444925,12.320669768760474,12.319732638224197,12.321666539090858,12.34737331585614,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-12,,,,,,,,,,,,,,,,,,12.302093381313735,12.289147727446787,12.27938126607852,12.29556713757505,12.274235831644727,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-19,,,,,,,,,,,,,,,,,,,12.258562816669377,12.237095993066182,12.243760959293962,12.233595087444447,12.224889561819275,,,,,,,,,,,,,,,,,,,,,,,
2023-02-26,,,,,,,,,,,,,,,,,,,,12.194810720053844,12.191954781012871,12.192954343244168,12.197220654790174,12.164588996214961,,,,,,,,,,,,,,,,,,,,,,
2023-03-06,,,,,,,,,,,,,,,,,,,,,12.132747720120198,12.146507778443846,12.165599046756913,12.150618899411356,12.1529894864908,,,,,,,,,,,,,,,,,,,,,
2023-03-13,,,,,,,,,,,,,,,,,,,,,,12.105867034243566,12.137930139727812,12.138395064708202,12.132438505336003,12.159866669394408,,,,,,,,,,,,,,,,,,,,
2023-03-19,,,,,,,,,,,,,,,,,,,,,,,12.114213933702867,12.127917492105498,12.114823378631892,12.120588282571447,12.18021810174368,,,,,,,,,,,,,,,,,,,
2023-03-27,,,,,,,,,,,,,,,,,,,,,,,,12.113947395301892,12.09133654302641,12.068217100140833,12.089680267434263,12.123926599742568,,,,,,,,,,,,,,,,,,
2023-04-02,,,,,,,,,,,,,,,,,,,,,,,,,12.0737214163223,12.028938713317874,12.0217768917022,12.037407305263383,12.045535154500326,,,,,,,,,,,,,,,,,
2023-04-09,,,,,,,,,,,,,,,,,,,,,,,,,,11.983113928691086,11.942556286681459,11.936468128371,11.942075581225977,11.984809740831247,,,,,,,,,,,,,,,,
2023-04-16,,,,,,,,,,,,,,,,,,,,,,,,,,,11.863335681660718,11.835528951478617,11.838616007951625,11.838650651589978,11.889764482636634,,,,,,,,,,,,,,,
2023-04-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.720169892173038,11.720376495638082,11.671611692457098,11.691702487384797,11.729796140673315,,,,,,,,,,,,,,
2023-05-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.616916922363732,11.525452603215829,11.518398241539437,11.540305967728317,11.504972852583522,,,,,,,,,,,,,
2023-05-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.40017338386617,11.36985174510056,11.377885819489746,11.384819765025032,11.249497929952675,,,,,,,,,,,,
2023-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.1965474992552,11.188395646544748,11.24464116287346,11.18764283497752,11.122676663450934,,,,,,,,,,,
2023-05-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.99890547359975,11.104462560721888,11.125787740002364,11.099388110147002,11.037667641251668,,,,,,,,,,
2023-05-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.964283958570315,11.06393264502721,11.076099556843072,11.044093326099162,11.017571563689959,,,,,,,,,
2023-06-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.002077550052054,11.05281100353914,11.050519010946655,11.061702540409447,11.023682206214982,,,,,,,,
2023-06-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.029522450235211,11.056944695794149,11.105833517128936,11.076885856141244,11.052644463975781,,,,,,,
2023-06-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.063370380641642,11.149964493848422,11.130089506067506,11.117913269350753,11.164007947565645,,,,,,
2023-06-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.19409547056791,11.183293155993768,11.183182074725723,11.18314050958453,11.288495733319454,,,,,
2023-07-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.244097327338068,11.25777499515426,11.205006294748973,11.253315695598875,11.231724667173557,,,,
2023-07-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.313719685475665,11.221405633622304,11.22693066730844,11.223708915636015,11.230410880586751,,,
2023-07-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.24053819564119,11.196148134302932,11.214357205508882,11.227118449507781,11.142512983387634,,
2023-07-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.165365601297426,11.205005495381752,11.223826018428813,11.181397864543667,11.156803500475526,
2023-07-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.195653785254619,11.220533587349843,11.220282745699702,11.220179054219825,11.198359350045193
2023-08-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.217241156270875,11.259167626855735,11.283554607964124,11.274484535141307
2023-08-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.298052508011768,11.346930161708421,11.35060972023742
2023-08-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.41030571545272,11.426734905333536
2023-08-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.50286009042965
